"speciesID","estimate"
1,0.244288610019422
1,-0.000613807584141016
1,3.62776945314547e-06
1,1.07986891333922e-05
1,-6.97729183778082e-08
1,1.50876693273977e-09
2,2.6017458246478
2,-0.0350741733130355
2,0.000685552208494698
2,0.00143096334983355
2,-3.05667589767562e-05
2,1.43696520771346e-06
3,0.092933706498519
3,-0.00119803723272348
3,2.4388091954387e-05
3,3.85828687337634e-05
3,-8.57921315581984e-07
3,3.35373197305512e-08
4,2.21292776785924
4,-0.0158889575621168
4,0.000250319512855523
4,0.000447273983495477
4,-7.59659376703114e-06
4,2.46703543396883e-07
5,0.00076999698010982
5,-2.53800953207932e-05
5,9.148271654493e-07
6,84.6122293353072
6,-0.578897752526743
6,0.0045964398910239
6,0.0190836437419461
6,-0.000156870814512301
6,5.46845818348695e-06
7,0.735693845310807
7,-0.00748216414637114
7,0.000149589002818801
7,0.000253189704522858
7,-5.81642651568745e-06
7,2.51226967398342e-07
8,0.168463068887455
8,-0.000919882279274884
8,1.03067346513704e-05
9,0.899112656233719
9,-0.00412345341978015
9,4.57599267627159e-05
9,0.000100242026003055
9,-1.21492380161052e-06
9,3.49134824055823e-08
10,0.0381215945934086
10,-0.000211634003473538
10,2.89289106458872e-06
10,4.60898989671198e-06
10,-7.00412229895588e-08
10,1.98612677954851e-09
11,4.92205914815037e-05
11,-1.64603541243413e-06
11,6.17118996841023e-08
12,0.000642683703420858
12,-1.94936055112059e-05
12,6.19447393026513e-07
13,0.369361087439613
13,-0.00335519957047759
13,4.48588516618396e-05
13,0.000100484971015606
13,-1.43853058184591e-06
13,4.96652301424679e-08
14,38.1836511256233
14,-0.0358983034083006
14,5.17599486883437e-05
15,0.0772251655188104
15,-0.00045611373403811
15,6.56885873008368e-06
15,1.00869261044036e-05
15,-1.57921310757539e-07
15,4.31884372953175e-09
16,8.68847349929205
16,-0.0340419079510165
16,0.000506724512209183
16,0.000637698652792909
16,-1.02250886244336e-05
16,2.3378052951408e-07
17,8.33276132350996e-05
17,-2.71413980750766e-06
17,9.89347629540551e-08
18,2.05618674139322e-05
18,-5.52134661538034e-07
18,1.66167572032235e-08
19,0.590506949408182
19,-0.00569567387952296
19,8.73616675465327e-05
19,0.000189694825027898
19,-3.15577924397945e-06
19,1.2162782766746e-07
20,0.184522527727136
20,-0.00161138838408817
20,2.62041758183671e-05
20,5.48526515915113e-05
20,-9.75860469796713e-07
20,3.83381244508623e-08
21,1.7564371230104
21,-0.0186975095731501
21,0.000338290288602128
21,0.000606471300193156
21,-1.16364584771353e-05
21,4.21875037126311e-07
22,0.0732056664280078
22,-0.000511706870726942
22,7.28362272791478e-06
22,1.34946479735124e-05
22,-2.08566755997859e-07
22,6.55348034107214e-09
23,4.90147411100193e-06
24,0.0997303793701447
24,-0.000895700434294091
24,1.42109652019384e-05
24,2.57178937619851e-05
24,-4.38444116026377e-07
24,1.46883890709647e-08
25,5.03606401608742e-05
26,0.0372126287638597
26,-0.000209012388583843
26,2.42006792324893e-06
26,4.31224866915934e-06
26,-5.70985882526237e-08
26,1.66775809485787e-09
27,5.4404294723263e-05
28,0.149727260220139
28,-0.00104696580747216
28,1.63267421745045e-05
28,2.26337475720953e-05
28,-3.83412206263009e-07
28,1.05000673848237e-08
29,1.41054153886862e-05
30,0.000558409565563643
30,-2.88223797868994e-05
30,1.57695146803751e-06
