"speciesID","estimate"
1,0.244288610019422
1,-0.000613807584141016
1,3.62776945314547e-06
1,1.07986891333922e-05
1,-6.97729183778082e-08
1,1.50876693273977e-09
2,2.6017458246478
2,-0.0350741733130355
2,0.000685552208494698
2,0.00143096334983355
2,-3.05667589767562e-05
2,1.43696520771346e-06
3,0.092933706498519
3,-0.00119803723272348
3,2.4388091954387e-05
3,3.85828687337634e-05
3,-8.57921315581984e-07
3,3.35373197305512e-08
4,2.21292776785924
4,-0.0158889575621168
4,0.000250319512855523
4,0.000447273983495477
4,-7.59659376703114e-06
4,2.46703543396883e-07
5,17.8924445396281
5,-0.040038093390443
5,0.000134369744409417
6,0.00076999698010982
6,-2.53800953207932e-05
6,9.148271654493e-07
7,84.6122293353072
7,-0.578897752526743
7,0.0045964398910239
7,0.0190836437419461
7,-0.000156870814512301
7,5.46845818348695e-06
8,0.735693845310807
8,-0.00748216414637114
8,0.000149589002818801
8,0.000253189704522858
8,-5.81642651568745e-06
8,2.51226967398342e-07
9,0.168463068887455
9,-0.000919882279274884
9,1.03067346513704e-05
10,0.899112656233719
10,-0.00412345341978015
10,4.57599267627159e-05
10,0.000100242026003055
10,-1.21492380161052e-06
10,3.49134824055823e-08
11,0.0381215945934086
11,-0.000211634003473538
11,2.89289106458872e-06
11,4.60898989671198e-06
11,-7.00412229895588e-08
11,1.98612677954851e-09
12,1.34287573227593
12,-0.00955557993324195
12,0.000117370003407714
12,0.000272019490301837
12,-3.58681757954347e-06
12,1.17006845466046e-07
13,0.000642683703420858
13,-1.94936055112059e-05
13,6.19447393026513e-07
14,0.369361087439613
14,-0.00335519957047759
14,4.48588516618396e-05
14,0.000100484971015606
14,-1.43853058184591e-06
14,4.96652301424679e-08
15,38.1836511256233
15,-0.0358983034083006
15,5.17599486883437e-05
16,0.0772251655188104
16,-0.00045611373403811
16,6.56885873008368e-06
16,1.00869261044036e-05
16,-1.57921310757539e-07
16,4.31884372953175e-09
17,8.68847349929205
17,-0.0340419079510165
17,0.000506724512209183
17,0.000637698652792909
17,-1.02250886244336e-05
17,2.3378052951408e-07
18,2.52132118792044
18,-0.0143851147767173
18,0.000164753597290348
18,0.000392333377724855
18,-4.93149046633257e-06
18,1.59216502224888e-07
19,1.67016138413763
19,-0.00582754370968621
19,4.08849661483505e-05
19,0.000132407218357067
19,-1.01385131597896e-06
19,2.71053250905288e-08
20,0.590506949408182
20,-0.00569567387952296
20,8.73616675465327e-05
20,0.000189694825027898
20,-3.15577924397945e-06
20,1.2162782766746e-07
21,0.184522527727136
21,-0.00161138838408817
21,2.62041758183671e-05
21,5.48526515915113e-05
21,-9.75860469796713e-07
21,3.83381244508623e-08
22,1.7564371230104
22,-0.0186975095731501
22,0.000338290288602128
22,0.000606471300193156
22,-1.16364584771353e-05
22,4.21875037126311e-07
23,0.0732056664280078
23,-0.000511706870726942
23,7.28362272791478e-06
23,1.34946479735124e-05
23,-2.08566755997859e-07
23,6.55348034107214e-09
24,3.08716997270132
24,-0.0177946849847118
24,0.000157027020853004
24,0.000512163515034518
24,-4.85190768546853e-06
24,1.5776631845558e-07
25,0.0997303793701447
25,-0.000895700434294091
25,1.42109652019384e-05
25,2.57178937619851e-05
25,-4.38444116026377e-07
25,1.46883890709647e-08
26,7.2953515961388
26,-0.106472317304873
26,0.00212913067101217
26,0.00424841968918204
26,-8.99714602919037e-05
26,3.95852642242345e-06
27,0.0372126287638597
27,-0.000209012388583843
27,2.42006792324893e-06
27,4.31224866915934e-06
27,-5.70985882526237e-08
27,1.66775809485787e-09
28,5.4404294723263e-05
29,0.149727260220139
29,-0.00104696580747216
29,1.63267421745045e-05
29,2.26337475720953e-05
29,-3.83412206263009e-07
29,1.05000673848237e-08
30,1.51644213186733
30,-0.0173722990417068
30,0.000320016997610035
30,0.000613415190942761
30,-1.23837766100924e-05
30,5.15761749097419e-07
31,15.938516471036
31,-0.188125718561661
31,0.00276441215235159
31,0.0076396570583934
31,-0.00011824721485745
31,5.19788827612822e-06
